batting_average,batting_strike_rate,ducks,fifties,highest_score,hundreds,innings_batted,last_played_year,matches_played,not_outs,player,playing_span,runs,start_year,team_name
39.54,182.0,1,4,89,0,12,2024,12,1,PD Salt,,435,2024,Kolkata Knight Riders
4.0,50.0,0,0,6,0,4,2021,23,2,Ravi Bishnoi,,8,2020,Kings XI Punjab
12.6,118.86,1,0,34,0,10,2024,11,0,SS Prabhudessai,,126,2022,Royal Challengers Bangalore
14.3,94.07,1,1,51,0,10,2013,14,0,CA Pujara,,143,2011,Royal Challengers Bangalore
33.18,130.82,0,3,76,0,15,2013,15,4,OA Shah,,365,2012,Rajasthan Royals
5.0,100.0,0,0,5,0,1,2011,2,0,PR Shah,,5,2011,Rajasthan Royals
0.0,0.0,0,0,,0,0,2011,7,0,AM Salvi,,0,2009,Delhi Daredevils
6.8,100.0,1,0,13,0,5,2009,5,0,L Ronchi,,34,2008,Mumbai Indians
0.0,0.0,0,0,,0,0,2021,5,0,S Sandeep Warrier,,0,2019,Kolkata Knight Riders
7.5,62.5,1,0,15,0,2,2021,3,0,JA Richardson,,15,2021,Kings XI Punjab
0.0,100.0,0,0,1,0,1,2011,1,1,NJ Rimmington,,1,2011,Kings XI Punjab
37.9,145.29,1,4,68,0,14,2016,19,3,KL Rahul,,417,2013,Royal Challengers Bangalore
10.2,102.0,3,0,23,0,7,2014,12,2,R Rampaul,,51,2013,Royal Challengers Bangalore
0.0,50.0,0,0,2,0,1,2021,1,1,T Shamsi,,2,2021,Rajasthan Royals
0.0,0.0,1,0,0,0,1,2020,3,0,DR Sams,,0,2020,Delhi Daredevils
0.0,0.0,0,0,,0,0,2019,1,0,AS Roy,,0,2019,Mumbai Indians
5.42,105.55,2,0,15,0,10,2022,11,3,DR Sams,,38,2022,Mumbai Indians
0.0,200.0,0,0,4,0,1,2013,3,1,PJ Sangwan,,4,2012,Kolkata Knight Riders
26.37,181.89,1,1,61,0,8,2024,8,0,RR Rossouw,,211,2024,Kings XI Punjab
24.33,112.3,0,0,19,0,7,2014,9,4,S Rana,,73,2014,Royal Challengers Bangalore
16.42,116.16,0,0,44,0,7,2018,7,0,DJM Short,,115,2018,Rajasthan Royals
27.08,127.25,2,3,102,1,28,2017,28,3,SV Samson,,677,2016,Delhi Daredevils
0.0,0.0,1,0,0,0,1,2018,1,0,PJ Sangwan,,0,2018,Mumbai Indians
0.0,0.0,1,0,0,0,1,2022,1,0,R Sanjay Yadav,,0,2022,Mumbai Indians
0.0,0.0,0,0,,0,0,2009,2,0,SS Sarkar,,0,2009,Kolkata Knight Riders
24.77,131.95,1,5,115,1,49,2017,57,4,WP Saha,,1115,2014,Kings XI Punjab
19.0,79.16,0,0,19,0,1,2019,1,0,P Ray Barman,,19,2019,Royal Challengers Bangalore
0.0,50.0,0,0,1,0,1,2013,3,1,R Shukla,,1,2013,Rajasthan Royals
0.5,20.0,3,0,1,0,5,2012,23,1,A Singh,,2,2009,Rajasthan Royals
7.25,93.54,1,0,27,0,4,2017,5,0,MN Samuels,,29,2017,Delhi Daredevils
0.0,0.0,0,0,,0,0,2014,2,0,K Santokie,,0,2014,Mumbai Indians
15.22,105.38,1,0,24,0,14,2011,21,5,R Sathish,,137,2010,Mumbai Indians
8.0,100.0,0,0,10,0,3,2016,4,0,R Sathish,,24,2016,Kolkata Knight Riders
19.0,146.15,0,0,18,0,2,2016,5,1,P Sahu,,19,2016,Kings XI Punjab
14.0,99.29,0,1,50,0,10,2012,10,0,N Saini,,140,2012,Kings XI Punjab
0.0,100.0,0,0,1,0,1,2021,5,1,KW Richardson,,1,2016,Royal Challengers Bangalore
31.68,112.96,2,4,91,0,25,2010,25,3,GC Smith,,697,2008,Rajasthan Royals
0.0,0.0,0,0,,0,0,2015,3,0,GS Sandhu,,0,2015,Delhi Daredevils
12.42,101.16,1,0,29,0,9,2009,14,2,PR Shah,,87,2008,Mumbai Indians
0.0,0.0,0,0,,0,0,2009,1,0,RA Shaikh,,0,2009,Mumbai Indians
8.0,133.33,0,0,6,0,2,2018,4,1,JPR Scantlebury-Searles,,8,2018,Kolkata Knight Riders
26.0,74.28,0,0,7,0,13,2022,61,12,Sandeep Sharma,,26,2013,Kings XI Punjab
31.53,129.52,2,8,94,0,34,2010,37,2,KC Sangakkara,,1009,2008,Kings XI Punjab
10.6,103.92,1,0,24,0,5,2015,5,0,RR Rossouw,,53,2014,Royal Challengers Bangalore
30.57,126.92,1,8,79,0,43,2020,50,8,SPD Smith,,1070,2014,Rajasthan Royals
4.5,62.06,2,0,6,0,9,2010,28,5,PJ Sangwan,,18,2008,Delhi Daredevils
8.16,119.51,0,0,19,0,6,2017,9,0,KV Sharma,,49,2017,Mumbai Indians
2.0,50.0,0,0,2,0,1,2021,1,0,TL Seifert,,2,2021,Kolkata Knight Riders
18.25,97.33,0,0,31,0,4,2008,4,0,RR Sarwan,,73,2008,Kings XI Punjab
16.5,66.0,0,0,28,0,2,2022,3,0,SE Rutherford,,33,2022,Royal Challengers Bangalore
11.2,114.28,2,0,32,0,5,2009,5,0,JD Ryder,,56,2009,Royal Challengers Bangalore
3.5,41.17,0,0,6,0,2,2019,8,0,IS Sodhi,,7,2018,Rajasthan Royals
12.0,124.13,0,0,13,0,5,2008,11,2,Sohail Tanvir,,36,2008,Rajasthan Royals
29.37,160.32,6,15,119,1,79,2013,79,5,V Sehwag,,2174,2008,Delhi Daredevils
12.0,126.31,0,0,21,0,2,2022,2,0,TL Seifert,,24,2022,Delhi Daredevils
29.5,131.07,15,35,109,2,208,2024,212,23,RG Sharma,,5458,2011,Mumbai Indians
10.0,58.82,0,0,7,0,4,2013,8,3,SMSM Senanayake,,10,2013,Kolkata Knight Riders
57.5,121.05,0,1,58,0,5,2010,5,3,OA Shah,,115,2010,Kolkata Knight Riders
21.8,141.55,1,0,27,0,8,2013,9,3,R Sathish,,109,2013,Kings XI Punjab
17.62,127.02,1,0,33,0,10,2021,15,2,Sachin Baby,,141,2016,Royal Challengers Bangalore
8.5,130.76,0,0,7,0,4,2015,10,2,TG Southee,,17,2014,Rajasthan Royals
53.0,143.24,0,1,54,0,11,2018,13,7,V Shankar,,212,2018,Delhi Daredevils
28.5,271.42,0,0,39,0,5,2024,6,3,R Shepherd,,57,2024,Mumbai Indians
6.0,85.71,0,0,6,0,1,2009,2,0,SS Shaikh,,6,2009,Kolkata Knight Riders
0.0,0.0,0,0,,0,0,2021,1,0,Jalaj S Saxena,,0,2021,Kings XI Punjab
16.89,117.15,0,0,45,0,25,2023,39,6,Shahbaz Ahmed,,321,2020,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2015,1,0,BB Sran,,0,2015,Rajasthan Royals
0.0,109.09,0,0,10,0,6,2024,34,6,I Sharma,,12,2019,Delhi Daredevils
22.0,101.53,0,0,25,0,6,2023,13,3,HR Shokeen,,66,2022,Mumbai Indians
19.46,126.74,4,2,66,0,38,2021,51,10,Shakib Al Hasan,,545,2011,Kolkata Knight Riders
22.16,138.84,1,1,122,1,25,2015,25,0,V Sehwag,,554,2014,Kings XI Punjab
10.33,88.57,0,0,12,0,6,2021,28,3,NA Saini,,31,2019,Royal Challengers Bangalore
1.0,25.0,1,0,1,0,3,2013,7,2,S Sreesanth,,1,2013,Rajasthan Royals
0.0,0.0,0,0,,0,0,2020,1,0,MM Sharma,,0,2020,Delhi Daredevils
0.0,0.0,0,0,,0,0,2014,2,0,R Sharma,,0,2014,Delhi Daredevils
0.0,0.0,0,0,,0,0,2012,1,0,R Shukla,,0,2012,Mumbai Indians
8.25,80.48,1,0,9,0,11,2010,31,7,I Sharma,,33,2008,Kolkata Knight Riders
20.28,134.81,2,0,47,0,31,2023,33,10,M Shahrukh Khan,,426,2021,Kings XI Punjab
6.5,72.22,0,0,7,0,2,2015,2,0,DJG Sammy,,13,2015,Royal Challengers Bangalore
23.23,130.45,3,1,107,1,31,2021,31,5,BA Stokes,,604,2018,Rajasthan Royals
23.94,147.46,7,14,99,0,79,2024,79,0,PP Shaw,,1892,2018,Delhi Daredevils
39.96,126.64,2,11,100,1,29,2017,29,2,LMP Simmons,,1079,2014,Mumbai Indians
5.66,91.07,3,0,20,0,12,2022,32,3,Shivam Mavi,,51,2018,Kolkata Knight Riders
27.0,167.25,0,1,61,0,9,2024,11,2,AR Sharma,,189,2024,Kings XI Punjab
4.0,66.66,0,0,5,0,3,2017,6,1,I Sharma,,8,2017,Kings XI Punjab
6.0,100.0,0,0,3,0,2,2021,2,1,DR Sams,,6,2021,Royal Challengers Bangalore
7.66,88.46,1,0,11,0,5,2013,21,2,SW Tait,,23,2010,Rajasthan Royals
13.0,110.63,0,0,24,0,5,2008,7,1,Shoaib Malik,,52,2008,Delhi Daredevils
10.33,81.57,1,0,21,0,3,2014,5,0,LR Shukla,,31,2014,Delhi Daredevils
3.0,50.0,1,0,3,0,5,2012,11,3,RP Singh,,6,2012,Mumbai Indians
31.0,129.43,2,5,87,0,22,2013,24,2,DR Smith,,620,2008,Mumbai Indians
2.0,28.57,0,0,2,0,1,2008,3,0,Shoaib Akhtar,,2,2008,Kolkata Knight Riders
22.81,151.13,2,0,49,0,36,2024,40,4,JM Sharma,,730,2022,Kings XI Punjab
8.45,104.49,0,0,15,0,17,2018,37,6,MM Sharma,,93,2016,Kings XI Punjab
0.0,0.0,0,0,,0,0,2016,4,0,T Shamsi,,0,2016,Royal Challengers Bangalore
5.5,55.0,0,0,3,0,5,2015,26,3,PV Tambe,,11,2013,Rajasthan Royals
36.2,119.07,1,0,47,0,11,2011,12,6,LRPL Taylor,,181,2011,Rajasthan Royals
18.0,85.71,0,0,14,0,3,2014,3,2,R Shukla,,18,2014,Delhi Daredevils
25.33,112.59,0,0,39,0,7,2021,8,1,SPD Smith,,152,2021,Delhi Daredevils
9.25,168.18,0,0,25,0,5,2017,14,1,TG Southee,,37,2016,Mumbai Indians
0.0,100.0,0,0,3,0,1,2019,2,1,BB Sran,,3,2019,Mumbai Indians
31.48,123.0,1,10,76,0,55,2021,58,10,Shubman Gill,,1417,2018,Kolkata Knight Riders
15.58,119.87,2,0,48,0,31,2013,42,7,LR Shukla,,374,2008,Kolkata Knight Riders
44.25,164.65,2,2,68,0,14,2024,14,6,Shashank Singh,,354,2024,Kings XI Punjab
0.0,0.0,0,0,,0,0,2024,2,0,H Sharma,,0,2023,Royal Challengers Bangalore
25.05,124.19,0,1,53,0,23,2021,32,6,R Tewatia,,426,2014,Rajasthan Royals
0.0,100.0,0,0,1,0,1,2015,1,1,J Theron,,1,2015,Rajasthan Royals
4.0,57.14,0,0,4,0,1,2011,1,0,S Sriram,,4,2011,Delhi Daredevils
6.75,77.14,1,0,20,0,4,2023,4,0,T Stubbs,,27,2022,Mumbai Indians
48.0,150.0,0,0,34,0,6,2016,14,5,J Suchith,,48,2015,Mumbai Indians
30.79,143.33,0,4,67,0,40,2024,46,11,RK Singh,,893,2018,Kolkata Knight Riders
5.0,166.66,0,0,4,0,2,2015,5,1,Shivam Sharma,,5,2014,Kings XI Punjab
5.83,152.17,0,0,20,0,6,2024,17,0,KV Sharma,,35,2009,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2013,11,0,RP Singh,,0,2013,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2019,4,0,O Thomas,,0,2019,Rajasthan Royals
24.46,128.77,0,2,80,0,19,2019,20,4,RA Tripathi,,367,2018,Rajasthan Royals
24.5,142.71,2,3,65,0,24,2021,27,6,MP Stoinis,,441,2020,Delhi Daredevils
10.0,114.28,0,0,36,0,9,2012,10,1,TL Suman,,80,2011,Mumbai Indians
0.0,0.0,0,0,,0,0,2015,5,0,P Suyal,,0,2013,Mumbai Indians
1.0,29.41,3,0,3,0,6,2023,14,1,TG Southee,,5,2021,Kolkata Knight Riders
0.0,66.66,0,0,2,0,1,2024,1,1,Shivam Singh,,2,2024,Kings XI Punjab
30.5,110.9,0,0,36,0,5,2019,11,3,TG Southee,,61,2018,Royal Challengers Bangalore
27.0,93.1,0,0,27,0,1,2010,1,0,S Sriram,,27,2010,Royal Challengers Bangalore
6.0,71.18,1,0,9,0,15,2013,76,8,SK Trivedi,,42,2008,Rajasthan Royals
1.0,30.0,3,0,3,0,4,2019,4,1,AJ Turner,,3,2019,Rajasthan Royals
54.0,190.9,1,3,71,0,13,2024,14,6,T Stubbs,,378,2024,Delhi Daredevils
6.0,40.0,0,0,6,0,1,2019,1,0,J Suchith,,6,2019,Delhi Daredevils
33.75,97.82,0,0,44,0,9,2011,11,5,A Symonds,,135,2011,Mumbai Indians
29.33,101.14,0,0,27,0,5,2009,11,2,YV Takawale,,88,2008,Mumbai Indians
4.5,81.81,2,0,6,0,5,2024,14,3,MA Starc,,9,2024,Kolkata Knight Riders
19.5,127.17,0,0,36,0,6,2023,6,0,MW Short,,117,2023,Kings XI Punjab
0.0,0.0,0,0,,0,0,2017,2,0,B Stanlake,,0,2017,Royal Challengers Bangalore
6.0,100.0,0,0,6,0,1,2020,1,0,AJ Tye,,6,2020,Rajasthan Royals
9.0,75.0,0,0,9,0,3,2024,4,1,Sumit Kumar,,18,2024,Delhi Daredevils
16.47,133.19,2,1,59,0,23,2015,29,4,AP Tare,,313,2010,Mumbai Indians
0.0,0.0,0,0,,0,0,2024,13,0,Suyash Sharma,,0,2023,Kolkata Knight Riders
26.0,133.82,0,1,57,0,9,2024,9,2,Sikandar Raza,,182,2023,Kings XI Punjab
13.71,97.95,0,0,29,0,12,2015,27,5,MA Starc,,96,2014,Royal Challengers Bangalore
12.5,120.48,1,0,26,0,15,2021,39,7,JD Unadkat,,100,2018,Rajasthan Royals
6.0,78.26,2,0,18,0,3,2017,3,0,AP Tare,,18,2017,Delhi Daredevils
19.69,111.3,1,1,55,0,16,2014,16,3,LRPL Taylor,,256,2012,Delhi Daredevils
13.0,144.44,0,0,13,0,1,2024,5,0,AS Tendulkar,,13,2023,Mumbai Indians
34.83,119.81,4,13,100,1,78,2013,78,11,SR Tendulkar,,2334,2008,Mumbai Indians
10.33,119.23,0,0,15,0,3,2008,3,0,T Taibu,,31,2008,Kolkata Knight Riders
23.28,138.72,3,1,70,0,22,2015,29,8,RN ten Doeschate,,326,2011,Kolkata Knight Riders
2.0,133.33,1,0,4,0,2,2010,19,0,VRV Singh,,4,2008,Kings XI Punjab
17.0,115.9,1,0,25,0,6,2022,6,3,OF Smith,,51,2022,Kings XI Punjab
2.66,59.25,3,0,8,0,10,2020,33,4,DW Steyn,,16,2008,Royal Challengers Bangalore
4.0,57.14,1,0,4,0,2,2010,2,1,A Uniyal,,4,2010,Rajasthan Royals
16.33,119.51,0,0,41,0,12,2020,12,0,RV Uthappa,,196,2020,Rajasthan Royals
19.0,116.92,0,0,24,0,9,2019,13,5,R Tewatia,,76,2018,Delhi Daredevils
15.0,137.93,0,0,29,0,10,2022,14,2,SN Thakur,,120,2022,Delhi Daredevils
19.5,73.58,0,0,30,0,4,2008,6,2,DJ Thornely,,39,2008,Mumbai Indians
0.0,0.0,0,0,,0,0,2024,7,0,N Thushara,,0,2024,Mumbai Indians
14.12,161.42,2,1,68,0,10,2023,11,2,SN Thakur,,113,2023,Kolkata Knight Riders
29.47,111.7,5,4,75,0,49,2013,54,15,MK Tiwary,,1002,2010,Kolkata Knight Riders
0.0,200.0,0,0,4,0,1,2010,3,1,RS Sodhi,,4,2010,Kings XI Punjab
11.9,117.82,2,0,43,0,10,2010,11,0,S Sohal,,119,2008,Kings XI Punjab
52.75,135.25,2,0,46,0,10,2019,10,6,MP Stoinis,,211,2019,Royal Challengers Bangalore
18.5,176.19,1,0,15,0,5,2024,7,3,Swapnil Singh,,37,2024,Royal Challengers Bangalore
3.0,50.0,0,0,5,0,2,2009,2,0,PC Valthaty,,6,2009,Rajasthan Royals
26.83,118.38,2,1,61,0,19,2015,24,7,MK Tiwary,,322,2008,Delhi Daredevils
39.86,146.32,1,6,84,0,38,2024,38,9,NT Tilak Varma,,1156,2022,Mumbai Indians
29.12,129.76,1,5,61,0,30,2021,36,5,SS Tiwary,,728,2008,Mumbai Indians
4.0,50.0,0,0,4,0,1,2022,1,0,A Tomar,,4,2022,Kolkata Knight Riders
26.12,135.12,0,3,81,0,27,2021,28,3,RA Tripathi,,627,2020,Kolkata Knight Riders
3.0,42.85,0,0,2,0,4,2018,6,3,BB Sran,,3,2018,Kings XI Punjab
32.0,76.19,1,0,15,0,8,2010,28,7,S Sreesanth,,32,2008,Kings XI Punjab
14.5,111.53,0,0,13,0,5,2013,11,3,J Syed Mohammad,,29,2011,Royal Challengers Bangalore
11.0,91.66,0,0,12,0,3,2022,3,1,HE van der Dussen,,22,2022,Rajasthan Royals
45.25,126.57,0,0,45,0,7,2010,9,3,AC Voges,,181,2010,Rajasthan Royals
0.0,139.74,0,0,28,0,6,2015,7,6,SS Tiwary,,109,2015,Delhi Daredevils
19.66,159.45,0,0,19,0,5,2022,5,2,JD Unadkat,,59,2022,Mumbai Indians
35.55,114.69,0,0,48,0,14,2008,14,5,RV Uthappa,,320,2008,Mumbai Indians
13.0,205.26,0,0,24,0,4,2008,6,1,Umar Gul,,39,2008,Kolkata Knight Riders
0.0,0.0,0,0,,0,0,2016,12,0,JD Unadkat,,0,2010,Kolkata Knight Riders
5.0,100.0,1,0,3,0,4,2011,14,3,SJ Srivastava,,5,2010,Kings XI Punjab
8.0,72.72,0,0,7,0,3,2009,7,2,TM Srivastava,,8,2008,Kings XI Punjab
20.8,114.28,2,0,45,0,5,2014,5,0,YV Takawale,,104,2014,Royal Challengers Bangalore
10.5,107.69,0,0,14,0,4,2021,4,0,M Vohra,,42,2021,Rajasthan Royals
1.0,16.66,1,0,1,0,2,2015,10,1,JD Unadkat,,1,2014,Delhi Daredevils
6.5,92.85,1,0,12,0,5,2017,17,3,R Vinay Kumar,,13,2015,Mumbai Indians
30.48,136.25,4,16,87,0,84,2019,86,4,RV Uthappa,,2439,2014,Kolkata Knight Riders
55.66,126.51,1,1,74,0,5,2009,5,2,MN van Wyk,,167,2009,Kolkata Knight Riders
23.81,125.96,1,1,52,0,15,2018,19,4,MP Stoinis,,262,2016,Kings XI Punjab
10.75,138.7,0,0,20,0,5,2011,6,1,Sunny Singh,,43,2011,Kings XI Punjab
30.41,142.03,1,2,81,0,22,2010,22,5,LRPL Taylor,,517,2008,Royal Challengers Bangalore
24.35,104.95,0,1,52,0,30,2013,40,10,SS Tiwary,,487,2011,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2010,1,0,SB Wagh,,0,2010,Rajasthan Royals
9.9,92.52,7,0,34,0,29,2011,55,9,SK Warne,,198,2008,Rajasthan Royals
18.0,87.8,0,0,14,0,6,2013,10,4,RE van der Merwe,,36,2011,Delhi Daredevils
26.0,115.27,0,1,60,0,21,2013,25,3,Y Venugopal Rao,,468,2011,Delhi Daredevils
12.33,119.35,0,0,30,0,3,2023,3,0,Vishnu Vinod,,37,2023,Mumbai Indians
23.33,140.0,1,2,64,0,16,2024,20,1,N Wadhera,,350,2023,Mumbai Indians
6.25,54.34,1,0,10,0,12,2024,70,8,CV Varun,,25,2020,Kolkata Knight Riders
5.0,111.11,1,0,6,0,5,2018,11,3,R Vinay Kumar,,10,2014,Kolkata Knight Riders
4.0,60.0,1,0,10,0,3,2017,5,0,Swapnil Singh,,12,2016,Kings XI Punjab
27.44,147.02,1,2,66,0,9,2024,9,0,A Taide,,247,2023,Kings XI Punjab
0.0,50.0,0,0,3,0,1,2024,5,1,RJW Topley,,3,2023,Royal Challengers Bangalore
5.0,136.36,1,0,10,0,4,2020,10,1,I Udana,,15,2020,Royal Challengers Bangalore
36.49,141.27,2,14,104,2,76,2015,78,11,SR Watson,,2372,2008,Rajasthan Royals
0.0,0.0,0,0,0,0,1,2023,3,1,K Yadav,,0,2021,Rajasthan Royals
22.33,113.55,0,0,29,0,7,2010,12,4,DL Vettori,,67,2008,Delhi Daredevils
2.0,50.0,0,0,2,0,2,2019,2,0,GH Vihari,,4,2019,Delhi Daredevils
0.0,300.0,0,0,9,0,1,2024,2,1,L Wood,,9,2024,Mumbai Indians
21.0,190.9,0,0,12,0,3,2023,3,2,D Wiese,,21,2023,Kolkata Knight Riders
11.5,97.87,0,0,18,0,7,2017,13,3,CR Woakes,,46,2017,Kolkata Knight Riders
19.0,172.72,0,0,15,0,2,2017,3,1,R Tewatia,,19,2017,Kings XI Punjab
0.0,116.66,0,0,7,0,1,2015,1,1,SN Thakur,,7,2015,Kings XI Punjab
0.0,100.0,0,0,1,0,2,2013,13,2,JD Unadkat,,2,2013,Royal Challengers Bangalore
23.86,141.49,1,4,68,0,27,2010,31,4,RV Uthappa,,549,2009,Royal Challengers Bangalore
17.0,124.08,1,0,34,0,17,2014,25,7,DH Yagnik,,170,2011,Rajasthan Royals
3.0,42.85,0,0,3,0,1,2008,1,0,Younis Khan,,3,2008,Rajasthan Royals
18.81,107.81,1,1,52,0,11,2014,11,0,M Vijay,,207,2014,Delhi Daredevils
7.33,66.66,0,0,11,0,3,2011,3,0,MS Wade,,22,2011,Delhi Daredevils
17.0,130.76,0,0,23,0,3,2021,9,1,J Yadav,,34,2019,Mumbai Indians
22.51,131.88,1,1,60,0,41,2017,54,14,SA Yadav,,608,2014,Kolkata Knight Riders
13.77,131.91,3,0,24,0,23,2023,67,14,UT Yadav,,124,2014,Kolkata Knight Riders
1.0,40.0,1,0,2,0,2,2010,7,0,J Theron,,2,2010,Kings XI Punjab
15.66,106.81,0,0,35,0,4,2018,5,1,MK Tiwary,,47,2018,Kings XI Punjab
13.66,123.0,0,0,35,0,9,2010,11,0,RE van der Merwe,,123,2009,Royal Challengers Bangalore
9.0,112.5,1,0,14,0,3,2011,3,1,JJ van der Wath,,18,2011,Royal Challengers Bangalore
3.33,62.5,0,0,7,0,3,2023,6,0,A Zampa,,10,2023,Rajasthan Royals
31.49,135.54,8,22,109,2,89,2024,89,8,DA Warner,,2551,2009,Delhi Daredevils
0.0,50.0,0,0,1,0,1,2024,2,1,LB Williams,,1,2024,Delhi Daredevils
35.12,148.4,9,23,103,2,94,2024,96,9,SA Yadav,,2986,2012,Mumbai Indians
2.0,100.0,0,0,2,0,1,2008,2,0,VS Yeligati,,2,2008,Mumbai Indians
11.75,71.21,0,0,20,0,4,2009,8,0,Yashpal Singh,,47,2009,Kolkata Knight Riders
5.33,80.0,2,0,14,0,9,2019,20,3,AJ Tye,,32,2018,Kings XI Punjab
10.8,100.0,1,0,20,0,10,2012,22,5,DL Vettori,,54,2011,Royal Challengers Bangalore
0.0,136.36,0,0,15,0,1,2021,3,1,CR Woakes,,15,2021,Delhi Daredevils
24.5,130.66,0,1,53,0,4,2019,4,0,Yuvraj Singh,,98,2019,Mumbai Indians
24.95,122.9,1,2,120,1,21,2013,21,1,PC Valthaty,,499,2011,Kings XI Punjab
13.16,116.17,2,0,26,0,29,2013,64,11,R Vinay Kumar,,237,2008,Royal Challengers Bangalore
6.33,73.07,0,0,9,0,3,2017,3,0,Vishnu Vinod,,19,2017,Royal Challengers Bangalore
3.0,60.0,0,0,5,0,2,2017,10,0,J Yadav,,6,2015,Delhi Daredevils
19.06,105.17,1,0,48,0,21,2024,27,5,Lalit Yadav,,305,2021,Delhi Daredevils
0.0,0.0,0,0,,0,0,2019,1,0,CV Varun,,0,2019,Kings XI Punjab
29.33,118.91,1,5,89,0,25,2016,25,1,M Vijay,,704,2015,Kings XI Punjab
13.75,117.02,1,0,45,0,4,2018,4,0,M Vohra,,55,2018,Royal Challengers Bangalore
7.0,116.66,2,0,13,0,4,2024,11,2,V Vyshak,,14,2023,Royal Challengers Bangalore
11.0,81.48,2,0,12,0,14,2013,47,10,UT Yadav,,44,2010,Delhi Daredevils
19.07,118.09,1,2,57,0,13,2015,14,0,Yuvraj Singh,,248,2015,Delhi Daredevils
1.5,42.85,1,0,2,0,3,2019,6,1,GC Viljoen,,3,2019,Kings XI Punjab
24.53,132.73,2,3,95,0,41,2017,45,2,M Vohra,,957,2013,Kings XI Punjab
13.86,113.66,1,0,35,0,21,2021,31,6,Washington Sundar,,208,2018,Royal Challengers Bangalore
22.3,127.86,0,3,58,0,48,2018,51,5,Yuvraj Singh,,959,2008,Kings XI Punjab
13.15,117.92,1,0,36,0,22,2017,24,3,SR Watson,,250,2016,Royal Challengers Bangalore
18.0,120.0,1,0,31,0,13,2010,15,4,CL White,,162,2008,Royal Challengers Bangalore
31.75,141.11,0,0,47,0,8,2016,15,4,D Wiese,,127,2015,Royal Challengers Bangalore
26.5,85.48,1,0,20,0,5,2023,8,3,DJ Willey,,53,2022,Royal Challengers Bangalore
8.5,89.47,0,0,11,0,4,2018,5,2,CR Woakes,,17,2018,Royal Challengers Bangalore
4.0,73.68,3,0,14,0,13,2020,27,6,UT Yadav,,28,2018,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2024,14,0,Yash Dayal,,0,2024,Royal Challengers Bangalore
34.18,135.25,1,3,83,0,14,2014,14,3,Yuvraj Singh,,376,2014,Royal Challengers Bangalore
0.0,0.0,0,0,,0,0,2020,3,0,A Zampa,,0,2020,Royal Challengers Bangalore
14.5,111.53,0,0,16,0,2,2014,3,0,VH Zol,,29,2014,Royal Challengers Bangalore
