balls,best_innings_bowled,best_innings_bowled_runs,best_innings_bowled_wickets,bowling_average,bowling_stike_rate,catches_taken,economy_rate,innings_bowled,last_played_year,maidens_earned,matches_played,player,playing_span,runs_conceded,start_year,team_name,wickets
192,,19,3,27.5,19.2,3,8.59,8,2016,0,8,TA Boult,,275,2015,Sunrisers Hyderabad,10
0,,,,0.0,,22,,0,2010,0,33,HH Gibbs,,0,2008,Deccan Chargers,0
0,,,,0.0,,25,,0,2010,0,46,AC Gilchrist,,0,2008,Deccan Chargers,0
0,,,,0.0,,25,,0,2024,0,37,WP Saha,,0,2022,Gujarat Titans,0
469,,18,2,50.76,36.0,6,8.44,26,2017,0,27,RA Jadeja,,660,2016,Gujarat Lions,13
150,,13,1,115.0,75.0,4,9.2,8,2017,0,8,SB Jakati,,230,2016,Gujarat Lions,2
574,,29,3,36.1,28.7,5,7.54,28,2021,0,28,R Ashwin,,722,2020,Delhi Daredevils,20
522,,13,3,25.92,18.6,5,8.34,24,2021,0,24,Avesh Khan,,726,2018,Delhi Daredevils,28
240,,10,2,27.09,21.8,6,7.45,13,2017,0,13,DT Christian,,298,2017,Rising Pune Supergiants,11
0,,,,0.0,,18,,0,2017,0,30,MS Dhoni,,0,2016,Rising Pune Supergiants,0
6,,,,0.0,,0,9.0,1,2010,0,1,STR Binny,,9,2010,Mumbai Indians,0
0,,,,0.0,,4,,0,2012,0,7,AC Blizzard,,0,2011,Mumbai Indians,0
18,,,,0.0,,0,15.66,1,2011,0,1,Kamran Khan,,47,2011,Pune Warriors,0
342,,14,2,86.4,68.4,5,7.57,17,2012,1,17,M Kartik,,432,2011,Pune Warriors,5
47,,30,1,71.0,47.0,0,9.06,2,2024,0,2,RJ Gleeson,,71,2024,Chennai Super Kings,1
510,,34,3,30.73,22.1,5,8.31,26,2010,3,26,MS Gony,,707,2008,Chennai Super Kings,23
12,,,,0.0,,0,9.0,2,2023,0,2,Swapnil Singh,,18,2023,Lucknow Super Giants,0
404,,30,5,28.79,16.8,2,10.26,19,2024,1,19,Yash Thakur,,691,2023,Lucknow Super Giants,24
0,,,,0.0,,1,,0,2009,0,3,R Bishnoi,,0,2009,Royal Challengers Bangalore,0
0,,,,0.0,,1,,0,2015,0,2,MS Bisla,,0,2015,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2014,0,1,UBT Chand,,0,2014,Rajasthan Royals,0
234,,13,4,22.0,21.2,7,6.2,12,2013,0,12,A Chandila,,242,2012,Rajasthan Royals,11
1340,,32,4,27.8,20.3,18,8.21,69,2019,0,70,PP Chawla,,1835,2014,Kolkata Knight Riders,66
0,,,,0.0,,2,,0,2009,0,7,A Chopra,,0,2008,Kolkata Knight Riders,0
296,,22,4,33.08,24.6,1,8.04,15,2013,0,17,BA Bhatt,,397,2011,Kings XI Punjab,12
202,,32,2,34.0,25.2,4,8.07,12,2013,0,15,Bipul Sharma,,272,2010,Kings XI Punjab,8
61,,15,2,18.8,12.2,2,9.24,4,2018,0,4,CR Brathwaite,,94,2018,Sunrisers Hyderabad,5
0,,,,0.0,,3,,0,2023,0,11,HC Brook,,0,2023,Sunrisers Hyderabad,0
198,,31,3,41.71,28.2,1,8.84,9,2012,0,9,MS Gony,,292,2011,Deccan Chargers,7
323,,23,2,29.92,23.0,3,7.78,17,2011,0,17,Harmeet Singh,,419,2009,Deccan Chargers,14
0,,,,0.0,,3,,0,2024,0,25,B Sai Sudharsan,,0,2022,Gujarat Titans,0
186,,33,4,19.84,14.3,5,8.32,10,2024,0,10,R Sai Kishore,,258,2022,Gujarat Titans,13
0,,,,0.0,,19,,0,2017,0,30,KD Karthik,,0,2016,Gujarat Lions,0
204,,20,3,49.5,34.0,0,8.73,10,2017,0,10,S Kaushik,,297,2016,Gujarat Lions,6
0,,,,0.0,,0,,0,2022,0,2,KS Bharat,,0,2022,Delhi Daredevils,0
358,,15,4,24.26,18.8,6,7.72,21,2010,0,22,R Bhatia,,461,2008,Delhi Daredevils,19
243,,20,3,29.16,20.2,0,8.64,12,2017,2,12,AB Dinda,,350,2016,Rising Pune Supergiants,12
0,,,,0.0,,4,,0,2017,0,8,F du Plessis,,0,2016,Rising Pune Supergiants,0
652,,18,4,22.71,17.1,9,7.94,29,2021,4,29,TA Boult,,863,2020,Mumbai Indians,38
526,,24,3,27.65,20.2,15,8.2,30,2010,1,30,DJ Bravo,,719,2008,Mumbai Indians,26
642,,18,3,29.95,26.7,4,6.71,31,2013,2,31,B Kumar,,719,2011,Pune Warriors,24
30,,,,0.0,,1,6.8,2,2011,0,2,NL McCullum,,34,2011,Pune Warriors,0
36,,36,3,20.0,12.0,0,10.0,2,2023,0,2,RS Hangargekar,,60,2023,Chennai Super Kings,3
455,,20,3,25.3,19.7,8,7.67,23,2019,1,24,Harbhajan Singh,,582,2018,Chennai Super Kings,23
0,,,,0.0,,0,,0,2024,0,2,AJ Turner,,0,2024,Lucknow Super Giants,0
66,,40,2,53.5,33.0,1,9.72,3,2022,0,3,AJ Tye,,107,2022,Lucknow Super Giants,2
0,,,,0.0,,13,,0,2010,0,27,MV Boucher,,0,2008,Royal Challengers Bangalore,0
66,,13,2,15.83,11.0,1,8.63,5,2023,0,5,MG Bracewell,,95,2023,Royal Challengers Bangalore,6
248,,23,2,40.75,31.0,3,7.88,13,2013,0,13,AA Chavan,,326,2011,Rajasthan Royals,8
0,,,,0.0,,0,,0,2009,0,1,SD Chitnis,,0,2009,Rajasthan Royals,0
170,,20,3,15.2,11.3,2,8.04,8,2017,0,8,NM Coulter-Nile,,228,2017,Kolkata Knight Riders,15
676,,34,4,32.8,22.5,7,8.73,30,2022,1,30,PJ Cummins,,984,2014,Kolkata Knight Riders,30
0,,,,0.0,,4,,0,2010,0,10,MS Bisla,,0,2010,Kings XI Punjab,0
86,,31,3,26.4,17.2,5,9.2,7,2010,0,15,RS Bopara,,132,2009,Kings XI Punjab,5
366,,43,3,31.44,20.3,7,9.27,16,2024,1,16,PJ Cummins,,566,2024,Sunrisers Hyderabad,18
143,,20,2,33.83,23.8,2,8.51,8,2017,0,8,BCJ Cutting,,203,2016,Sunrisers Hyderabad,6
18,,,,0.0,,2,8.66,2,2012,0,4,DJ Harris,,26,2012,Deccan Chargers,0
370,,18,3,23.15,18.5,10,7.5,16,2010,2,16,RJ Harris,,463,2009,Deccan Chargers,20
66,,15,3,19.83,11.0,0,10.81,5,2024,0,5,S Sandeep Warrier,,119,2024,Gujarat Titans,6
54,,19,2,21.66,18.0,1,7.22,3,2022,0,3,PJ Sangwan,,65,2022,Gujarat Titans,3
407,,14,4,25.57,19.3,3,7.91,20,2017,4,20,DS Kulkarni,,537,2016,Gujarat Lions,21
408,,19,2,36.8,27.2,2,8.11,22,2017,2,22,P Kumar,,552,2016,Gujarat Lions,15
0,,,,0.0,,0,,0,2024,0,2,RK Bhui,,0,2024,Delhi Daredevils,0
0,,,,0.0,,7,,0,2017,0,11,SW Billings,,0,2016,Delhi Daredevils,0
78,,7,2,31.0,26.0,0,7.15,4,2017,1,4,LH Ferguson,,93,2017,Rising Pune Supergiants,3
0,,,,0.0,,0,,0,2016,0,2,PSP Handscomb,,0,2016,Rising Pune Supergiants,0
3,,8,1,8.0,3.0,3,16.0,1,2024,0,10,D Brevis,,8,2022,Mumbai Indians,1
3053,,10,5,22.51,18.5,16,7.3,133,2024,8,133,JJ Bumrah,,3715,2013,Mumbai Indians,165
0,,,,0.0,,0,,0,2012,0,4,AP Majumdar,,0,2012,Pune Warriors,0
42,,,,0.0,,9,6.0,3,2013,0,23,M Manhas,,42,2011,Pune Warriors,0
18,,29,1,29.0,18.0,0,9.66,1,2014,0,1,JW Hastings,,29,2014,Chennai Super Kings,1
0,,,,0.0,,11,,0,2010,0,32,ML Hayden,,0,2008,Chennai Super Kings,0
48,,,,0.0,,0,11.5,3,2023,0,3,JD Unadkat,,92,2023,Lucknow Super Giants,0
0,,,,0.0,,0,,0,2023,0,3,M Vohra,,0,2022,Lucknow Super Giants,0
2424,,25,4,22.03,17.4,24,7.58,112,2021,4,113,YS Chahal,,3063,2014,Royal Challengers Bangalore,139
0,,,,0.0,,0,,0,2008,0,3,S Chanderpaul,,0,2008,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2019,0,2,P Chopra,,0,2018,Rajasthan Royals,0
576,,26,4,22.93,17.4,12,7.88,25,2014,1,25,KK Cooper,,757,2012,Rajasthan Royals,33
61,,19,2,19.66,10.1,1,11.6,5,2018,0,5,TK Curran,,118,2018,Kolkata Knight Riders,6
0,,,,0.0,,7,,0,2013,0,31,DB Das,,0,2008,Kolkata Knight Riders,0
12,,,,0.0,,0,12.0,1,2009,0,1,RR Bose,,24,2009,Kings XI Punjab,0
192,,16,2,40.85,27.4,3,8.93,9,2017,0,9,KC Cariappa,,286,2016,Kings XI Punjab,7
66,,37,1,83.0,66.0,0,7.54,3,2023,0,3,MJ Dagar,,83,2023,Sunrisers Hyderabad,1
0,,,,0.0,,3,,0,2013,0,3,Q de Kock,,0,2013,Sunrisers Hyderabad,0
0,,,,0.0,,2,,0,2012,0,5,IR Jaggi,,0,2011,Deccan Chargers,0
102,,18,2,28.5,17.0,0,10.05,7,2010,0,8,Jaskaran Singh,,171,2009,Deccan Chargers,6
12,,,,0.0,,6,7.5,2,2024,0,7,M Shahrukh Khan,,15,2024,Gujarat Titans,0
0,,,,0.0,,2,,0,2023,0,3,MD Shanaka,,0,2023,Gujarat Titans,0
0,,,,0.0,,8,,0,2017,0,27,BB McCullum,,0,2016,Gujarat Lions,0
42,,35,1,57.0,42.0,0,8.14,2,2017,0,2,MM Patel,,57,2017,Gujarat Lions,1
0,,,,0.0,,0,,0,2011,0,5,TR Birt,,0,2011,Delhi Daredevils,0
100,,11,2,21.8,20.0,5,6.54,6,2013,0,6,J Botha,,109,2013,Delhi Daredevils,5
282,,18,3,20.5,15.6,2,7.85,12,2017,0,12,Imran Tahir,,369,2017,Rising Pune Supergiants,18
0,,,,0.0,,1,,0,2016,0,6,UT Khawaja,,0,2016,Rising Pune Supergiants,0
0,,,,0.0,,8,,0,2017,0,24,JC Buttler,,0,2016,Mumbai Indians,0
24,,,,0.0,,0,8.5,1,2013,0,1,YS Chahal,,34,2013,Mumbai Indians,0
201,,25,4,20.07,14.3,7,8.38,12,2013,0,14,MR Marsh,,281,2011,Pune Warriors,14
342,,14,3,36.0,28.5,8,7.57,19,2013,0,20,AD Mathews,,432,2012,Pune Warriors,12
270,,24,3,29.75,22.5,1,7.93,12,2021,0,12,JR Hazlewood,,357,2020,Chennai Super Kings,12
372,,27,3,21.77,16.9,1,7.72,17,2014,2,17,BW Hilfenhaus,,479,2012,Chennai Super Kings,22
96,,14,5,11.81,8.7,2,8.12,4,2023,1,4,MA Wood,,130,2023,Lucknow Super Giants,11
73,,14,3,12.14,10.4,1,6.98,4,2024,0,4,MP Yadav,,85,2024,Lucknow Super Giants,7
0,,,,0.0,,0,,0,2024,0,3,SD Chauhan,,0,2024,Royal Challengers Bangalore,0
18,,,,0.0,,0,16.0,1,2022,0,1,NM Coulter-Nile,,48,2022,Rajasthan Royals,0
96,,4,3,33.75,24.0,2,8.43,9,2017,0,12,C de Grandhomme,,135,2017,Kolkata Knight Riders,4
60,,34,3,35.66,20.0,0,10.7,3,2012,0,3,M de Lange,,107,2012,Kolkata Knight Riders,3
764,,23,3,32.0,23.8,12,8.04,36,2024,1,36,RD Chahar,,1024,2022,Kings XI Punjab,32
1784,,17,4,26.63,21.2,22,7.52,87,2013,2,87,PP Chawla,,2237,2008,Kings XI Punjab,84
0,,,,0.0,,38,,0,2018,0,85,S Dhawan,,0,2013,Sunrisers Hyderabad,0
152,,32,2,37.83,25.3,1,8.96,7,2023,0,7,Fazalhaq Farooqi,,227,2022,Sunrisers Hyderabad,6
36,,13,1,38.0,36.0,2,6.33,3,2012,0,5,AA Jhunjhunwala,,38,2012,Deccan Chargers,1
9,,,,0.0,,8,10.0,2,2024,0,25,V Shankar,,15,2022,Gujarat Titans,0
0,,,,0.0,,1,,0,2024,0,1,BR Sharath,,0,2024,Gujarat Titans,0
12,,,,0.0,,0,13.0,1,2017,0,1,IK Pathan,,26,2017,Gujarat Lions,0
132,,11,1,184.0,132.0,11,8.36,10,2017,0,29,SK Raina,,184,2016,Gujarat Lions,1
430,,20,2,27.34,18.6,11,8.77,19,2019,1,19,TA Boult,,629,2018,Delhi Daredevils,23
24,,32,3,10.66,8.0,1,8.0,1,2012,0,1,DAJ Bracewell,,32,2012,Delhi Daredevils,3
54,,14,2,11.25,13.5,0,5.0,3,2016,0,3,MR Marsh,,45,2016,Rising Pune Supergiants,4
30,,36,2,33.0,15.0,1,13.2,2,2016,0,2,JA Morkel,,66,2016,Rising Pune Supergiants,2
858,,27,4,25.82,20.9,10,7.4,39,2021,0,39,RD Chahar,,1059,2019,Mumbai Indians,41
0,,,,0.0,,3,,0,2016,0,7,UBT Chand,,0,2015,Mumbai Indians,0
72,,15,1,39.0,36.0,0,6.5,3,2013,0,3,BAW Mendis,,78,2013,Pune Warriors,2
0,,,,0.0,,0,,0,2012,0,7,MD Mishra,,0,2011,Pune Warriors,0
120,,20,2,84.0,60.0,3,8.4,6,2013,0,6,JO Holder,,168,2013,Chennai Super Kings,2
17,,38,2,19.0,8.5,1,13.41,1,2014,0,5,DJ Hussey,,38,2014,Chennai Super Kings,2
72,,19,2,30.5,18.0,0,10.16,5,2024,0,5,Yudhvir Singh,,122,2023,Lucknow Super Giants,4
0,,,,0.0,,1,,0,2008,0,3,B Chipli,,0,2008,Royal Challengers Bangalore,0
101,,17,2,28.8,20.2,0,8.55,5,2017,2,5,A Choudhary,,144,2017,Royal Challengers Bangalore,5
109,,37,1,69.33,36.3,1,11.44,5,2020,0,5,TK Curran,,208,2020,Rajasthan Royals,3
0,,,,0.0,,0,,0,2019,0,1,JL Denly,,0,2019,Kolkata Knight Riders,0
0,,,,0.0,,1,,0,2012,0,7,SD Chitnis,,0,2011,Kings XI Punjab,0
120,,17,2,29.33,20.0,0,8.8,6,2020,1,6,SS Cottrell,,176,2020,Kings XI Punjab,6
0,,,,0.0,,6,,0,2014,0,13,AJ Finch,,0,2014,Sunrisers Hyderabad,0
0,,,,0.0,,9,,0,2022,0,21,PK Garg,,0,2020,Sunrisers Hyderabad,0
48,,30,1,43.5,24.0,1,10.87,3,2008,0,3,D Kalyankrishna,,87,2008,Deccan Chargers,2
0,,,,0.0,,4,,0,2010,0,17,VVS Laxman,,0,2008,Deccan Chargers,0
499,,10,5,19.65,12.4,10,9.45,25,2024,0,26,MM Sharma,,786,2023,Gujarat Titans,40
0,,,,0.0,,14,,0,2024,0,45,Shubman Gill,,0,2022,Gujarat Titans,0
0,,,,0.0,,1,,0,2017,0,3,JJ Roy,,0,2017,Gujarat Lions,0
132,,38,2,46.0,26.4,1,10.45,7,2017,0,7,PJ Sangwan,,230,2016,Gujarat Lions,5
175,,47,3,32.0,21.8,3,8.77,10,2017,0,10,CR Brathwaite,,256,2016,Delhi Daredevils,8
0,,,,0.0,,2,,0,2020,0,3,AT Carey,,0,2020,Delhi Daredevils,0
48,,,,0.0,,1,7.62,3,2016,0,4,IK Pathan,,61,2016,Rising Pune Supergiants,0
199,,34,3,36.22,22.1,5,9.82,11,2016,0,12,NLTC Perera,,326,2016,Rising Pune Supergiants,9
600,,22,3,23.47,16.6,3,8.45,28,2024,0,28,PP Chawla,,845,2021,Mumbai Indians,36
36,,40,2,30.0,18.0,1,10.0,2,2008,0,3,SD Chitnis,,60,2008,Mumbai Indians,2
6,,6,1,6.0,6.0,0,6.0,1,2011,0,1,SS Mundhe,,6,2011,Pune Warriors,1
72,,15,3,35.0,24.0,1,8.75,4,2013,0,4,AG Murtaza,,105,2012,Pune Warriors,3
0,,,,0.0,,23,,0,2015,0,50,MEK Hussey,,0,2008,Chennai Super Kings,0
600,,12,4,20.31,17.1,8,7.11,27,2021,1,27,Imran Tahir,,711,2018,Chennai Super Kings,35
136,,14,2,52.5,34.0,9,9.26,11,2021,0,11,DT Christian,,210,2013,Royal Challengers Bangalore,4
71,,23,1,120.0,71.0,3,10.14,5,2024,0,5,MJ Dagar,,120,2024,Royal Challengers Bangalore,1
24,,31,1,31.0,24.0,1,7.75,1,2014,0,1,BCJ Cutting,,31,2014,Rajasthan Royals,1
0,,,,0.0,,2,,0,2010,0,9,P Dogra,,0,2010,Rajasthan Royals,0
517,,33,3,27.5,23.5,2,7.02,27,2010,0,29,AB Dinda,,605,2008,Kolkata Knight Riders,22
731,,11,4,34.11,20.3,14,10.07,36,2024,0,36,SM Curran,,1228,2019,Kings XI Punjab,36
0,,,,0.0,,0,,0,2008,0,1,P Dharmani,,0,2008,Kings XI Punjab,0
18,,34,1,34.0,18.0,0,11.33,1,2022,0,1,S Gopal,,34,2022,Sunrisers Hyderabad,1
0,,,,0.0,,1,,0,2011,0,1,MJ Lumb,,0,2011,Deccan Chargers,0
12,,,,0.0,,0,13.0,1,2024,0,1,MJ Suthar,,26,2024,Gujarat Titans,0
24,,7,1,15.0,24.0,0,3.75,2,2017,0,2,NB Singh,,15,2017,Gujarat Lions,1
0,,,,0.0,,5,,0,2013,0,13,UBT Chand,,0,2011,Delhi Daredevils,0
0,,,,0.0,,0,,0,2013,0,1,B Chipli,,0,2013,Delhi Daredevils,0
0,,,,0.0,,1,,0,2016,0,4,KP Pietersen,,0,2016,Rising Pune Supergiants,0
0,,,,0.0,,13,,0,2017,0,30,AM Rahane,,0,2016,Rising Pune Supergiants,0
201,,34,4,26.23,15.4,2,10.17,10,2024,0,10,G Coetzee,,341,2024,Mumbai Indians,13
300,,14,4,27.84,23.0,5,7.24,13,2021,0,13,NM Coulter-Nile,,362,2013,Mumbai Indians,13
48,,15,1,29.5,24.0,1,7.37,3,2013,0,11,AM Nayar,,59,2013,Pune Warriors,2
288,,23,3,36.54,26.1,1,8.37,13,2012,0,13,A Nehra,,402,2012,Pune Warriors,11
2955,,16,5,28.02,22.2,85,7.56,159,2024,2,172,RA Jadeja,,3727,2012,Chennai Super Kings,133
0,,,,0.0,,5,,0,2020,0,23,KM Jadhav,,0,2018,Chennai Super Kings,0
0,,,,0.0,,0,,0,2021,0,1,TH David,,0,2021,Royal Challengers Bangalore,0
120,,8,1,92.0,60.0,4,9.2,10,2019,0,13,C de Grandhomme,,184,2018,Royal Challengers Bangalore,2
66,,36,2,22.4,13.2,2,10.18,3,2010,0,3,AP Dole,,112,2010,Rajasthan Royals,5
32,,15,1,62.0,32.0,0,11.62,3,2011,0,3,ND Doshi,,62,2011,Rajasthan Royals,1
0,,,,0.0,,1,,0,2013,0,1,P Dogra,,0,2013,Kolkata Knight Riders,0
447,,15,3,29.59,20.3,3,8.73,21,2023,0,21,LH Ferguson,,651,2019,Kolkata Knight Riders,22
572,,14,2,34.0,24.8,6,8.2,31,2024,0,33,R Dhawan,,782,2014,Kings XI Punjab,23
0,,,,0.0,,17,,0,2024,0,30,S Dhawan,,0,2022,Kings XI Punjab,0
0,,,,0.0,,6,,0,2020,0,8,SP Goswami,,0,2018,Sunrisers Hyderabad,0
0,,,,0.0,,1,,0,2019,0,3,MJ Guptill,,0,2019,Sunrisers Hyderabad,0
0,,,,0.0,,1,,0,2012,0,1,CA Lynn,,0,2012,Deccan Chargers,0
6,,,,0.0,,0,23.0,1,2011,0,1,I Malhotra,,23,2011,Deccan Chargers,0
49,,,,0.0,,19,11.14,7,2024,0,45,R Tewatia,,91,2022,Gujarat Titans,0
0,,,,0.0,,8,,0,2024,0,12,MS Wade,,0,2022,Gujarat Titans,0
186,,8,4,30.1,18.6,10,9.7,17,2017,0,24,DR Smith,,301,2016,Gujarat Lions,10
71,,35,2,25.25,17.7,0,8.53,4,2018,0,4,DT Christian,,101,2018,Delhi Daredevils,4
89,,19,2,20.2,17.8,4,6.8,6,2010,0,8,PD Collingwood,,101,2010,Delhi Daredevils,5
90,,36,2,49.33,30.0,2,9.86,4,2016,0,4,I Sharma,,148,2016,Rising Pune Supergiants,3
114,,12,1,65.0,38.0,7,10.26,8,2019,0,12,BCJ Cutting,,195,2018,Mumbai Indians,3
0,,,,0.0,,0,,0,2011,0,2,TD Paine,,0,2011,Pune Warriors,0
0,,,,0.0,,0,,0,2022,0,7,N Jagadeesan,,0,2020,Chennai Super Kings,0
0,,,,0.0,,7,,0,2018,0,8,Q de Kock,,0,2018,Royal Challengers Bangalore,0
0,,,,0.0,,10,,0,2013,0,46,R Dravid,,0,2011,Rajasthan Royals,0
0,,,,0.0,,1,,0,2022,0,5,AJ Finch,,0,2022,Kolkata Knight Riders,0
0,,,,0.0,,1,,0,2012,0,3,P Dogra,,0,2012,Kings XI Punjab,0
0,,,,0.0,,2,,0,2018,0,6,AD Hales,,0,2018,Sunrisers Hyderabad,0
60,,19,1,44.0,30.0,0,8.8,3,2010,0,3,MR Marsh,,88,2010,Deccan Chargers,2
0,,,,0.0,,1,,0,2024,0,3,KS Williamson,,0,2023,Gujarat Titans,0
12,,,,0.0,,0,8.5,1,2016,0,1,DW Steyn,,17,2016,Gujarat Lions,0
369,,20,4,23.1,18.4,5,7.51,16,2016,1,17,NM Coulter-Nile,,462,2014,Delhi Daredevils,20
72,,23,1,37.0,24.0,0,9.25,4,2016,0,4,RP Singh,,111,2016,Rising Pune Supergiants,3
24,,,,0.0,,0,11.75,1,2018,0,1,A Dananjaya,,47,2018,Mumbai Indians,0
24,,17,1,50.0,24.0,0,12.5,2,2013,0,2,IC Pandey,,50,2013,Pune Warriors,1
913,,22,4,26.22,20.2,17,7.75,48,2012,1,50,SB Jakati,,1180,2009,Chennai Super Kings,45
0,,,,0.0,,96,,0,2021,0,156,AB de Villiers,,0,2011,Royal Challengers Bangalore,0
120,,30,1,195.0,120.0,7,9.75,12,2013,0,25,TM Dilshan,,195,2011,Royal Challengers Bangalore,1
30,,,,0.0,,2,9.8,4,2021,0,9,S Dube,,49,2021,Rajasthan Royals,0
0,,,,0.0,,20,,0,2017,0,108,G Gambhir,,0,2011,Kolkata Knight Riders,0
354,,30,4,28.22,19.6,2,8.61,16,2024,0,16,NT Ellis,,508,2021,Kings XI Punjab,18
48,,41,2,24.0,16.0,1,9.0,2,2012,0,2,JP Faulkner,,72,2012,Kings XI Punjab,3
10,,,,0.0,,0,19.2,1,2024,0,15,TM Head,,32,2024,Sunrisers Hyderabad,0
666,,16,3,32.75,23.7,18,8.26,42,2017,0,42,MC Henriques,,917,2014,Sunrisers Hyderabad,28
602,,9,4,22.96,18.8,3,7.32,28,2012,2,28,A Mishra,,735,2011,Deccan Chargers,32
24,,,,0.0,,1,6.5,1,2023,0,1,J Yadav,,26,2023,Gujarat Titans,0
96,,12,2,28.6,19.2,1,8.93,7,2016,0,7,PV Tambe,,143,2016,Gujarat Lions,5
21,,,,0.0,,0,9.42,1,2017,0,1,Tejas Baroka,,33,2017,Gujarat Lions,0
277,,20,2,24.86,18.4,1,8.07,12,2017,0,12,PJ Cummins,,373,2017,Delhi Daredevils,15
0,,,,0.0,,9,,0,2017,0,23,SPD Smith,,0,2016,Rising Pune Supergiants,0
264,,18,3,26.33,22.0,5,7.18,12,2017,1,12,BA Stokes,,316,2017,Rising Pune Supergiants,12
0,,,,0.0,,22,,0,2024,0,37,TH David,,0,2022,Mumbai Indians,0
0,,,,0.0,,14,,0,2013,0,27,MK Pandey,,0,2011,Pune Warriors,0
391,,27,3,23.9,19.5,3,7.33,18,2013,1,18,WD Parnell,,478,2011,Pune Warriors,20
256,,27,2,34.91,21.3,5,9.82,15,2011,0,16,Joginder Sharma,,419,2008,Chennai Super Kings,12
216,,14,1,66.4,43.2,1,9.22,11,2015,0,11,AB Dinda,,332,2014,Royal Challengers Bangalore,5
0,,,,0.0,,0,,0,2024,0,4,SB Dubey,,0,2024,Rajasthan Royals,0
216,,21,2,33.5,27.0,15,7.44,16,2010,0,40,SC Ganguly,,268,2008,Kolkata Knight Riders,8
6,,,,0.0,,0,8.0,1,2010,0,2,RS Gavaskar,,8,2010,Kolkata Knight Riders,0
0,,,,0.0,,4,,0,2018,0,10,AJ Finch,,0,2018,Kings XI Punjab,0
377,,52,4,16.61,12.1,4,8.19,16,2021,0,16,JO Holder,,515,2014,Sunrisers Hyderabad,31
0,,,,0.0,,1,,0,2010,0,11,MD Mishra,,0,2010,Deccan Chargers,0
0,,,,0.0,,1,,0,2012,0,1,T Mishra,,0,2012,Deccan Chargers,0
126,,22,2,26.25,15.7,1,10.0,7,2024,0,7,UT Yadav,,210,2024,Gujarat Titans,8
126,,17,5,11.75,10.5,0,6.71,6,2017,0,6,AJ Tye,,141,2017,Gujarat Lions,12
68,,29,3,26.0,17.0,0,9.17,3,2021,0,3,TK Curran,,104,2021,Delhi Daredevils,4
229,,19,3,28.63,20.8,4,8.25,12,2017,0,12,SN Thakur,,315,2017,Rising Pune Supergiants,11
0,,,,0.0,,39,,0,2021,0,43,Q de Kock,,0,2019,Mumbai Indians,0
30,,23,1,28.0,30.0,0,5.6,2,2013,0,2,Parvez Rasool,,28,2013,Pune Warriors,1
77,,23,2,67.5,38.5,4,10.51,4,2022,0,4,CJ Jordan,,135,2022,Chennai Super Kings,2
174,,24,2,37.16,29.0,2,7.68,8,2011,0,8,S Randiv,,223,2011,Chennai Super Kings,6
24,,17,1,17.0,24.0,0,4.25,1,2010,0,1,ND Doshi,,17,2010,Royal Challengers Bangalore,1
907,,16,5,27.06,19.2,9,8.41,42,2015,3,42,JP Faulkner,,1272,2013,Rajasthan Royals,47
12,,,,0.0,,6,10.0,2,2011,0,12,FY Fazal,,20,2010,Rajasthan Royals,0
209,,9,1,59.2,41.8,7,8.49,13,2010,0,16,CH Gayle,,296,2009,Kolkata Knight Riders,5
84,,33,1,47.0,28.0,0,10.07,4,2008,0,4,Gagandeep Singh,,141,2008,Kings XI Punjab,3
5,,,,0.0,,6,6.0,1,2021,0,41,CH Gayle,,5,2018,Kings XI Punjab,0
132,,16,2,30.66,22.0,21,8.36,13,2019,0,47,DJ Hooda,,184,2016,Sunrisers Hyderabad,6
24,,40,1,40.0,24.0,0,10.0,1,2023,0,1,AJ Hosein,,40,2023,Sunrisers Hyderabad,1
1117,,21,3,22.13,18.6,11,7.13,53,2011,0,54,PP Ojha,,1328,2008,Deccan Chargers,60
0,,,,0.0,,5,,0,2012,0,14,PA Patel,,0,2012,Deccan Chargers,0
276,,40,3,35.46,21.2,2,10.02,14,2023,0,14,Yash Dayal,,461,2022,Gujarat Titans,13
18,,,,0.0,,0,11.33,1,2018,0,1,CJ Dala,,34,2018,Delhi Daredevils,0
0,,,,0.0,,4,,0,2016,0,23,Q de Kock,,0,2014,Delhi Daredevils,0
0,,,,0.0,,6,,0,2017,0,15,MK Tiwary,,0,2017,Rising Pune Supergiants,0
48,,32,2,31.0,24.0,0,7.75,2,2015,1,2,M de Lange,,62,2014,Mumbai Indians,2
90,,6,1,54.5,45.0,3,7.26,5,2013,1,6,R Dhawan,,109,2013,Mumbai Indians,2
4,,,,0.0,,0,3.0,1,2011,0,2,S Rana,,2,2011,Pune Warriors,0
0,,,,0.0,,1,,0,2013,0,2,M Rawat,,0,2013,Pune Warriors,0
17,,,,0.0,,4,17.29,3,2008,0,5,CK Kapugedera,,49,2008,Chennai Super Kings,0
0,,,,0.0,,8,,0,2010,0,43,R Dravid,,0,2008,Royal Challengers Bangalore,0
0,,,,0.0,,1,,0,2024,0,2,D Ferreira,,0,2024,Rajasthan Royals,0
7,,,,0.0,,0,4.28,1,2010,0,1,AJ Finch,,5,2010,Rajasthan Royals,0
0,,,,0.0,,1,,0,2009,0,2,AN Ghosh,,0,2009,Kolkata Knight Riders,0
1,,0,1,0.0,1.0,26,0.0,1,2013,0,34,AC Gilchrist,,0,2011,Kings XI Punjab,1
