balls,best_innings_bowled,best_innings_bowled_runs,best_innings_bowled_wickets,bowling_average,bowling_stike_rate,catches_taken,economy_rate,innings_bowled,last_played_year,maidens_earned,matches_played,player,playing_span,runs_conceded,start_year,team_name,wickets
24,,,,0.0,,0,10.75,1,2022,0,1,S Kaul,,43,2022,Royal Challengers Bangalore,0
0,,,,0.0,,0,,0,2021,0,5,E Lewis,,0,2021,Rajasthan Royals,0
6,,,,0.0,,7,13.0,1,2021,0,9,LS Livingstone,,13,2019,Rajasthan Royals,0
90,,15,3,12.87,11.2,0,6.86,4,2010,0,4,CK Langeveldt,,103,2009,Kolkata Knight Riders,8
572,,26,2,45.18,35.7,4,7.58,25,2013,2,25,B Lee,,723,2011,Kolkata Knight Riders,16
0,,,,0.0,,0,,0,2009,0,2,T Kohli,,0,2009,Kings XI Punjab,0
992,,10,2,37.16,32.0,4,6.96,44,2013,10,44,P Kumar,,1152,2011,Kings XI Punjab,31
0,,,,0.0,,5,,0,2013,0,13,PA Patel,,0,2013,Sunrisers Hyderabad,0
142,,10,2,51.25,35.5,2,8.66,10,2014,0,10,IK Pathan,,205,2014,Sunrisers Hyderabad,4
18,,,,0.0,,5,9.0,2,2012,0,19,CL White,,27,2011,Deccan Chargers,0
0,,,,0.0,,1,,0,2008,0,8,AS Yadav,,0,2008,Deccan Chargers,0
0,,,,0.0,,4,,0,2023,0,10,SN Khan,,0,2022,Delhi Daredevils,0
648,,20,3,29.85,24.0,4,7.46,30,2017,2,30,Z Khan,,806,2015,Delhi Daredevils,27
30,,29,2,25.5,15.0,0,10.2,2,2008,0,4,MA Khote,,51,2008,Mumbai Indians,2
679,,18,3,25.44,18.8,6,8.09,35,2021,1,35,DS Kulkarni,,916,2008,Mumbai Indians,36
0,,,,0.0,,9,,0,2024,0,27,AM Rahane,,0,2023,Chennai Super Kings,0
776,,0,2,38.91,32.3,98,7.22,59,2021,0,176,SK Raina,,934,2008,Chennai Super Kings,24
12,,,,0.0,,0,10.5,1,2011,0,1,AA Kazi,,21,2011,Royal Challengers Bangalore,0
0,,,,0.0,,2,,0,2018,0,25,SN Khan,,0,2015,Royal Challengers Bangalore,0
60,,22,1,74.0,60.0,1,7.4,6,2021,0,11,MK Lomror,,74,2018,Rajasthan Royals,1
0,,,,0.0,,4,,0,2010,0,11,MJ Lumb,,0,2010,Rajasthan Royals,0
0,,,,0.0,,0,,0,2023,0,1,Litton Das,,0,2023,Kolkata Knight Riders,0
0,,,,0.0,,9,,0,2019,0,40,CA Lynn,,0,2014,Kolkata Knight Riders,0
303,,15,3,41.33,33.6,6,7.36,13,2010,1,13,B Lee,,372,2008,Kings XI Punjab,9
252,,27,3,34.54,22.9,11,9.04,21,2024,0,30,LS Livingstone,,380,2022,Kings XI Punjab,11
18,,14,1,22.0,18.0,4,7.33,2,2019,0,25,YK Pathan,,22,2018,Sunrisers Hyderabad,1
358,,20,3,25.15,18.8,5,8.01,16,2013,0,16,NLTC Perera,,478,2013,Sunrisers Hyderabad,19
66,,30,1,49.5,33.0,1,9.0,3,2008,0,3,DNT Zoysa,,99,2008,Deccan Chargers,2
850,,14,4,24.51,18.0,9,8.13,39,2024,1,39,Kuldeep Yadav,,1152,2022,Delhi Daredevils,47
0,,,,0.0,,1,,0,2024,0,4,K Kushagra,,0,2024,Delhi Daredevils,0
72,,31,2,26.0,24.0,0,6.5,3,2014,0,3,P Kumar,,78,2014,Mumbai Indians,3
0,,,,0.0,,0,,0,2019,0,1,SD Lad,,0,2019,Mumbai Indians,0
24,,25,1,35.0,24.0,0,8.75,2,2013,0,2,AS Rajpoot,,35,2013,Chennai Super Kings,1
1002,,17,4,26.77,20.4,11,7.85,43,2013,2,44,Z Khan,,1312,2008,Royal Challengers Bangalore,49
95,,33,2,51.0,31.6,0,9.66,5,2019,0,5,K Khejroliya,,153,2018,Royal Challengers Bangalore,3
161,,23,3,22.72,14.6,1,9.31,8,2023,0,8,OC McCoy,,250,2022,Rajasthan Royals,11
36,,23,2,19.5,18.0,1,6.5,2,2024,0,2,KA Maharaj,,39,2024,Rajasthan Royals,2
0,,,,0.0,,18,,0,2013,0,35,BB McCullum,,0,2008,Kolkata Knight Riders,0
108,,33,2,35.6,21.6,2,9.88,6,2011,0,6,R McLaren,,178,2011,Kings XI Punjab,5
18,,10,1,20.0,18.0,1,6.66,2,2023,0,5,GD Phillips,,20,2023,Sunrisers Hyderabad,1
210,,36,3,22.46,16.1,2,8.34,9,2019,0,9,S Lamichhane,,292,2018,Delhi Daredevils,13
114,,37,2,36.6,22.8,0,9.63,6,2011,0,6,AB McDonald,,183,2009,Delhi Daredevils,5
0,,,,0.0,,2,,0,2012,0,6,RE Levi,,0,2012,Mumbai Indians,0
0,,,,0.0,,6,,0,2019,0,16,E Lewis,,0,2018,Mumbai Indians,0
12,,,,0.0,,8,3.5,2,2024,0,10,R Ravindra,,7,2024,Chennai Super Kings,0
0,,,,0.0,,19,,0,2023,0,90,AT Rayudu,,0,2018,Chennai Super Kings,0
0,,,,0.0,,0,,0,2019,0,3,H Klaasen,,0,2019,Royal Challengers Bangalore,0
251,,25,2,92.0,62.7,114,8.79,26,2024,0,252,V Kohli,,368,2008,Royal Challengers Bangalore,4
78,,14,2,29.33,26.0,1,6.76,4,2014,0,4,VS Malik,,88,2013,Rajasthan Royals,3
18,,,,0.0,,0,8.66,1,2021,0,1,M Markande,,26,2021,Rajasthan Royals,0
42,,60,2,31.33,14.0,1,13.42,2,2013,0,2,R McLaren,,94,2013,Kolkata Knight Riders,3
0,,,,0.0,,0,,0,2023,0,6,Mandeep Singh,,0,2010,Kolkata Knight Riders,0
0,,,,0.0,,1,,0,2021,0,1,DJ Malan,,0,2021,Kings XI Punjab,0
127,,12,1,57.66,42.3,1,8.17,9,2011,0,9,VS Malik,,173,2009,Kings XI Punjab,3
0,,,,0.0,,8,,0,2022,0,14,N Pooran,,0,2022,Sunrisers Hyderabad,0
0,,,,0.0,,5,,0,2015,0,20,KL Rahul,,0,2014,Sunrisers Hyderabad,0
324,,29,4,29.75,27.0,2,6.61,14,2008,2,14,GD McGrath,,357,2008,Delhi Daredevils,12
420,,34,3,19.25,15.5,4,7.42,20,2010,0,20,MF Maharoof,,520,2008,Delhi Daredevils,27
0,,,,0.0,,2,,0,2021,0,1,CA Lynn,,0,2021,Mumbai Indians,0
1274,,21,4,25.39,17.9,1,8.49,56,2019,1,56,MJ McClenaghan,,1803,2015,Mumbai Indians,71
0,,,,0.0,,2,,0,2013,0,14,WP Saha,,0,2011,Chennai Super Kings,0
0,,,,0.0,,1,,0,2024,0,8,Sameer Rizvi,,0,2024,Chennai Super Kings,0
836,,18,3,33.52,24.5,5,8.18,38,2010,2,38,P Kumar,,1140,2008,Royal Challengers Bangalore,34
965,,5,5,23.51,21.4,10,6.57,42,2010,1,42,A Kumble,,1058,2008,Royal Challengers Bangalore,45
0,,,,0.0,,0,,0,2010,0,1,DR Martyn,,0,2010,Rajasthan Royals,0
188,,20,3,18.83,15.6,1,7.21,8,2010,1,8,AD Mascarenhas,,226,2008,Rajasthan Royals,12
24,,,,0.0,,0,14.5,1,2009,0,1,Mashrafe Mortaza,,58,2009,Kolkata Knight Riders,0
239,,19,4,43.12,29.8,4,8.66,13,2010,0,15,AD Mathews,,345,2009,Kolkata Knight Riders,8
12,,,,0.0,,19,13.0,2,2021,0,62,Mandeep Singh,,26,2011,Kings XI Punjab,0
0,,,,0.0,,1,,0,2022,0,1,PN Mankad,,0,2022,Kings XI Punjab,0
42,,23,2,28.0,21.0,0,8.0,2,2023,0,2,AU Rashid,,56,2023,Sunrisers Hyderabad,2
283,,36,4,23.22,15.7,5,8.86,13,2010,0,13,VY Mahesh,,418,2008,Delhi Daredevils,18
0,,,,0.0,,1,,0,2022,0,3,Mandeep Singh,,0,2022,Delhi Daredevils,0
42,,36,1,60.0,42.0,0,8.57,2,2012,0,2,CJ McKay,,60,2012,Mumbai Indians,1
204,,28,2,67.5,51.0,2,7.94,10,2010,0,10,R McLaren,,270,2010,Mumbai Indians,4
366,,13,2,28.13,24.4,6,6.91,18,2024,0,18,MJ Santner,,422,2019,Chennai Super Kings,15
6,,,,0.0,,0,19.0,1,2014,0,1,V Shankar,,19,2014,Chennai Super Kings,0
66,,10,2,16.8,13.2,0,7.63,3,2011,0,3,CK Langeveldt,,84,2011,Royal Challengers Bangalore,5
30,,,,0.0,,9,10.6,5,2024,0,29,MK Lomror,,53,2022,Royal Challengers Bangalore,0
110,,20,2,48.0,36.6,5,7.85,12,2013,0,29,AL Menaria,,144,2011,Rajasthan Royals,3
12,,,,0.0,,1,13.5,1,2019,0,1,S Midhun,,27,2019,Rajasthan Royals,0
168,,19,2,34.5,28.0,2,7.39,7,2010,0,7,BAW Mendis,,207,2008,Kolkata Knight Riders,6
60,,8,1,34.0,30.0,1,6.8,4,2008,0,8,Mohammad Hafeez,,68,2008,Kolkata Knight Riders,2
24,,,,0.0,,3,5.75,2,2021,0,6,AK Markram,,23,2021,Kings XI Punjab,0
1812,,7,3,20.55,19.4,20,6.33,76,2021,4,76,Rashid Khan,,1912,2017,Sunrisers Hyderabad,93
0,,,,0.0,,8,,0,2010,0,20,M Manhas,,0,2008,Delhi Daredevils,0
241,,27,4,22.05,14.1,3,9.33,15,2024,1,21,MR Marsh,,375,2022,Delhi Daredevils,17
0,,,,0.0,,0,,0,2010,0,1,C Madan,,0,2010,Mumbai Indians,0
2827,,13,5,19.79,16.6,21,7.14,122,2019,8,122,SL Malinga,,3365,2009,Mumbai Indians,170
188,,13,2,28.7,18.8,3,9.15,11,2020,0,12,KV Sharma,,287,2018,Chennai Super Kings,10
987,,14,4,22.17,17.0,10,7.81,48,2019,0,48,MM Sharma,,1286,2013,Chennai Super Kings,58
0,,,,0.0,,1,,0,2018,0,6,BB McCullum,,0,2018,Royal Challengers Bangalore,0
72,,25,2,13.0,12.0,0,6.5,4,2013,0,5,AB McDonald,,78,2012,Royal Challengers Bangalore,6
0,,,,0.0,,4,,0,2021,0,10,DA Miller,,0,2020,Rajasthan Royals,0
54,,32,1,78.0,54.0,0,8.66,3,2013,0,3,Mohammed Shami,,78,2013,Kolkata Knight Riders,1
0,,,,0.0,,21,,0,2021,0,57,EJG Morgan,,0,2011,Kolkata Knight Riders,0
0,,,,0.0,,26,,0,2017,0,71,SE Marsh,,0,2008,Kings XI Punjab,0
120,,25,5,18.57,17.1,2,6.5,5,2013,0,5,AD Mascarenhas,,130,2012,Kings XI Punjab,7
0,,,,0.0,,0,,0,2013,0,2,DB Ravi Teja,,0,2013,Sunrisers Hyderabad,0
0,,,,0.0,,2,,0,2013,0,7,PA Reddy,,0,2013,Sunrisers Hyderabad,0
210,,15,2,43.14,30.0,7,8.62,12,2017,0,14,AD Mathews,,302,2015,Delhi Daredevils,7
114,,22,2,25.66,19.0,4,8.1,12,2018,0,14,GJ Maxwell,,154,2012,Delhi Daredevils,6
262,,5,5,22.31,13.7,1,9.7,13,2024,0,13,A Madhwal,,424,2023,Mumbai Indians,19
36,,23,1,89.0,36.0,0,14.83,2,2024,0,2,KT Maphaka,,89,2024,Mumbai Indians,1
0,,,,0.0,,0,,0,2019,0,2,DR Shorey,,0,2018,Chennai Super Kings,0
180,,26,3,28.77,20.0,3,8.63,10,2024,0,10,Simarjeet Singh,,259,2022,Chennai Super Kings,9
0,,,,0.0,,1,,0,2015,0,3,NJ Maddinson,,0,2014,Royal Challengers Bangalore,0
0,,,,0.0,,18,,0,2018,0,40,Mandeep Singh,,0,2015,Royal Challengers Bangalore,0
12,,,,0.0,,2,13.5,2,2022,0,2,DJ Mitchell,,27,2022,Rajasthan Royals,0
84,,,,0.0,,2,7.57,4,2010,0,4,M Morkel,,106,2009,Rajasthan Royals,0
669,,18,2,27.18,20.9,7,7.8,29,2016,2,29,M Morkel,,870,2014,Kolkata Knight Riders,32
12,,,,0.0,,2,7.5,2,2016,0,4,C Munro,,15,2016,Kolkata Knight Riders,0
420,,15,2,46.38,32.3,25,8.61,36,2020,0,65,GJ Maxwell,,603,2014,Kings XI Punjab,13
0,,,,0.0,,3,,0,2021,0,5,JJ Roy,,0,2021,Sunrisers Hyderabad,0
0,,,,0.0,,16,,0,2021,0,29,WP Saha,,0,2018,Sunrisers Hyderabad,0
30,,16,1,36.0,30.0,2,7.2,2,2013,0,3,BMAJ Mendis,,36,2013,Delhi Daredevils,1
18,,32,1,32.0,18.0,0,10.66,1,2021,0,1,LI Meriwala,,32,2021,Delhi Daredevils,1
342,,23,4,28.47,20.1,5,8.49,19,2022,0,19,M Markande,,484,2018,Mumbai Indians,17
72,,11,1,22.4,14.4,14,9.33,6,2015,0,32,DR Smith,,112,2014,Chennai Super Kings,5
36,,20,2,19.0,18.0,0,6.33,2,2022,0,2,PH Solanki,,38,2022,Chennai Super Kings,2
398,,22,2,29.05,22.1,17,7.88,29,2024,1,52,GJ Maxwell,,523,2021,Royal Challengers Bangalore,18
498,,23,4,24.53,17.7,7,8.27,22,2021,0,22,CH Morris,,687,2015,Rajasthan Royals,28
311,,20,3,31.14,22.2,1,8.41,14,2021,0,14,Mustafizur Rahman,,436,2021,Rajasthan Royals,14
168,,13,2,51.2,33.6,4,9.14,10,2021,0,11,KL Nagarkoti,,256,2020,Kolkata Knight Riders,5
0,,,,0.0,,1,,0,2020,0,2,NS Naik,,0,2019,Kolkata Knight Riders,0
102,,29,1,42.25,25.5,0,9.94,5,2021,0,5,RP Meredith,,169,2021,Kings XI Punjab,4
0,,,,0.0,,49,,0,2019,0,79,DA Miller,,0,2012,Kings XI Punjab,0
165,,23,3,38.57,23.5,3,9.81,15,2024,0,16,Shahbaz Ahmed,,270,2024,Sunrisers Hyderabad,7
0,,,,0.0,,3,,0,2013,0,8,BB Samantray,,0,2013,Sunrisers Hyderabad,0
2046,,17,5,23.65,19.3,16,7.35,99,2021,3,99,A Mishra,,2507,2008,Delhi Daredevils,106
192,,19,2,37.0,24.0,1,9.25,8,2008,0,8,Mohammad Asif,,296,2008,Delhi Daredevils,8
12,,,,0.0,,1,11.5,2,2013,0,3,GJ Maxwell,,23,2013,Mumbai Indians,0
286,,24,2,29.53,19.0,2,9.29,13,2023,0,13,RP Meredith,,443,2022,Mumbai Indians,15
114,,30,1,41.5,28.5,0,8.73,5,2011,0,5,TG Southee,,166,2011,Chennai Super Kings,4
107,,31,2,30.6,21.4,1,8.57,5,2017,0,5,TS Mills,,153,2017,Royal Challengers Bangalore,5
0,,,,0.0,,8,,0,2022,0,28,KK Nair,,0,2014,Rajasthan Royals,0
4075,,19,5,25.39,22.6,33,6.73,175,2024,3,177,SP Narine,,4571,2012,Kolkata Knight Riders,180
12,,,,0.0,,0,8.5,1,2013,0,2,S Narwal,,17,2013,Kolkata Knight Riders,0
962,,15,3,22.82,16.5,8,8.25,42,2021,1,42,Mohammed Shami,,1324,2019,Kings XI Punjab,58
12,,,,0.0,,0,14.5,1,2023,0,1,Mohit Rathee,,29,2023,Kings XI Punjab,0
218,,22,4,29.54,19.8,8,8.94,17,2014,0,20,DJG Sammy,,325,2013,Sunrisers Hyderabad,11
973,,19,3,30.78,23.7,4,7.78,43,2021,0,43,Sandeep Sharma,,1262,2018,Sunrisers Hyderabad,41
654,,34,2,50.0,32.7,3,9.17,32,2018,0,32,Mohammed Shami,,1000,2014,Delhi Daredevils,20
72,,21,2,36.33,24.0,1,9.08,4,2015,0,4,JA Morkel,,109,2015,Delhi Daredevils,3
102,,35,3,31.66,17.0,0,11.17,5,2022,0,5,TS Mills,,190,2022,Mumbai Indians,6
84,,21,2,43.66,28.0,2,9.35,4,2021,0,4,AF Milne,,131,2021,Mumbai Indians,3
6,,,,0.0,,2,18.0,1,2023,0,2,BA Stokes,,18,2023,Chennai Super Kings,0
108,,27,2,44.25,27.0,5,9.83,5,2017,0,5,AF Milne,,177,2016,Royal Challengers Bangalore,4
94,,36,3,37.0,18.8,1,11.8,5,2010,0,5,S Narwal,,185,2010,Rajasthan Royals,5
0,,,,0.0,,25,,0,2024,0,56,MK Pandey,,0,2014,Kolkata Knight Riders,0
0,,,,0.0,,3,,0,2017,0,4,EJG Morgan,,0,2017,Kings XI Punjab,0
0,,,,0.0,,3,,0,2013,0,9,KC Sangakkara,,0,2013,Sunrisers Hyderabad,0
876,,20,4,24.73,19.4,2,7.62,37,2013,1,37,M Morkel,,1113,2011,Delhi Daredevils,45
0,,,,0.0,,2,,0,2009,0,1,Mohammad Ashraful,,0,2009,Mumbai Indians,0
6,,,,0.0,,1,13.0,1,2011,0,2,SB Styris,,13,2011,Chennai Super Kings,0
0,,,,0.0,,1,,0,2008,0,8,Misbah-ul-Haq,,0,2008,Royal Challengers Bangalore,0
288,,37,2,67.42,41.1,7,9.83,16,2013,0,16,A Mithun,,472,2009,Royal Challengers Bangalore,7
0,,,,0.0,,1,,0,2014,0,5,AM Nayar,,0,2014,Rajasthan Royals,0
18,,,,0.0,,0,11.0,1,2010,0,1,MB Parmar,,33,2010,Kolkata Knight Riders,0
72,,6,1,24.25,18.0,5,8.08,7,2009,0,12,WA Mota,,97,2008,Kings XI Punjab,4
410,,27,3,33.11,24.1,2,8.23,18,2020,0,18,Mujeeb Ur Rahman,,563,2018,Kings XI Punjab,17
0,,,,0.0,,3,,0,2024,0,6,Sanvir Singh,,0,2023,Sunrisers Hyderabad,0
193,,19,2,31.5,24.1,15,7.83,15,2021,0,33,V Shankar,,252,2017,Sunrisers Hyderabad,8
732,,26,4,24.31,17.8,19,8.17,34,2019,0,34,CH Morris,,997,2016,Delhi Daredevils,41
399,,14,3,28.91,16.6,6,10.43,20,2024,0,20,Mukesh Kumar,,694,2023,Delhi Daredevils,24
74,,16,1,54.5,37.0,7,8.83,6,2024,0,7,Mohammad Nabi,,109,2024,Mumbai Indians,2
30,,,,0.0,,0,11.4,2,2024,0,2,SZ Mulani,,57,2024,Mumbai Indians,0
1203,,28,3,30.38,20.0,17,9.09,56,2024,2,57,SN Thakur,,1823,2018,Chennai Super Kings,60
624,,33,4,31.88,24.9,4,7.66,27,2024,1,27,M Theekshana,,797,2022,Chennai Super Kings,25
1820,,21,4,31.44,21.9,28,8.6,87,2024,4,87,Mohammed Siraj,,2610,2018,Royal Challengers Bangalore,83
0,,,,0.0,,4,,0,2010,0,6,EJG Morgan,,0,2010,Royal Challengers Bangalore,0
18,,,,0.0,,1,9.66,1,2022,0,2,JDS Neesham,,29,2022,Rajasthan Royals,0
0,,,,0.0,,6,,0,2010,0,22,NV Ojha,,0,2009,Rajasthan Royals,0
546,,20,3,32.09,26.0,25,7.4,45,2017,1,106,YK Pathan,,674,2011,Kolkata Knight Riders,21
0,,,,0.0,,2,,0,2008,0,4,RT Ponting,,0,2008,Kolkata Knight Riders,0
0,,,,0.0,,2,,0,2016,0,2,NS Naik,,0,2016,Kings XI Punjab,0
0,,,,0.0,,10,,0,2020,0,18,KK Nair,,0,2018,Kings XI Punjab,0
407,,18,2,34.43,25.4,3,8.12,20,2019,0,20,Shakib Al Hasan,,551,2018,Sunrisers Hyderabad,16
508,,27,3,38.21,26.7,6,8.57,23,2015,2,23,I Sharma,,726,2013,Sunrisers Hyderabad,19
0,,,,0.0,,2,,0,2019,0,9,C Munro,,0,2018,Delhi Daredevils,0
234,,18,3,35.88,26.0,1,8.28,10,2023,0,10,Mustafizur Rahman,,323,2022,Delhi Daredevils,9
192,,18,2,34.66,32.0,2,6.5,8,2011,0,8,AG Murtaza,,208,2010,Mumbai Indians,6
165,,24,3,32.85,23.5,2,8.36,7,2018,0,7,Mustafizur Rahman,,230,2018,Mumbai Indians,7
135,,16,2,20.12,16.8,3,7.15,6,2010,0,6,T Thushara,,161,2009,Chennai Super Kings,8
96,,18,1,31.5,24.0,2,7.87,6,2014,0,7,JA Morkel,,126,2014,Royal Challengers Bangalore,4
24,,32,1,45.0,24.0,0,11.25,2,2011,0,2,JDP Oram,,45,2011,Rajasthan Royals,1
746,,30,4,38.4,24.8,7,9.26,34,2021,0,34,M Prasidh Krishna,,1152,2018,Kolkata Knight Riders,30
76,,26,1,57.5,38.0,0,9.07,6,2017,0,6,T Natarajan,,115,2017,Kings XI Punjab,2
67,,22,1,55.5,33.5,2,9.94,7,2012,0,14,AM Nayar,,111,2011,Kings XI Punjab,2
850,,38,4,30.8,23.6,8,7.82,46,2016,1,46,KV Sharma,,1109,2013,Sunrisers Hyderabad,36
12,,,,0.0,,3,10.0,2,2022,0,10,Shashank Singh,,20,2022,Sunrisers Hyderabad,0
84,,18,2,25.25,21.0,0,7.21,6,2015,0,6,DJ Muthuswami,,101,2015,Delhi Daredevils,4
28,,,,0.0,,3,11.78,3,2024,0,7,Naman Dhir,,55,2024,Mumbai Indians,0
48,,4,1,28.5,24.0,0,7.12,3,2009,0,3,C Nanda,,57,2009,Mumbai Indians,2
209,,18,2,49.16,34.8,3,8.46,14,2010,0,14,S Tyagi,,295,2009,Chennai Super Kings,6
0,,,,0.0,,5,,0,2022,0,16,RV Uthappa,,0,2021,Chennai Super Kings,0
190,,26,4,19.09,17.2,7,6.63,9,2020,1,9,CH Morris,,210,2020,Royal Challengers Bangalore,11
0,,,,0.0,,9,,0,2023,0,28,D Padikkal,,0,2022,Rajasthan Royals,0
210,,18,2,46.0,30.0,1,9.2,12,2012,0,12,Pankaj Singh,,322,2008,Rajasthan Royals,7
30,,29,1,57.0,30.0,0,11.4,2,2019,0,2,Y Prithvi Raj,,57,2019,Kolkata Knight Riders,1
0,,,,0.0,,2,,0,2010,0,10,CA Pujara,,0,2010,Kolkata Knight Riders,0
90,,17,1,74.0,45.0,1,9.86,5,2020,0,5,JDS Neesham,,148,2020,Kings XI Punjab,2
54,,42,2,32.66,18.0,0,10.88,3,2022,0,3,R Shepherd,,98,2022,Sunrisers Hyderabad,3
309,,28,3,31.57,22.0,2,8.58,15,2017,0,15,BB Sran,,442,2016,Sunrisers Hyderabad,14
1205,,16,3,37.0,30.1,14,7.36,59,2018,2,61,S Nadeem,,1480,2011,Delhi Daredevils,40
24,,27,1,27.0,24.0,0,6.75,1,2009,0,1,GR Napier,,27,2009,Mumbai Indians,1
12,,22,1,22.0,12.0,1,11.0,1,2008,0,9,S Vidyut,,22,2008,Chennai Super Kings,1
0,,,,0.0,,33,,0,2020,0,70,M Vijay,,0,2009,Chennai Super Kings,0
0,,,,0.0,,0,,0,2013,0,1,A Mukund,,0,2013,Royal Challengers Bangalore,0
175,,7,1,76.75,43.7,37,10.52,21,2024,0,70,R Parag,,307,2019,Rajasthan Royals,4
0,,,,0.0,,4,,0,2024,0,10,A Raghuvanshi,,0,2024,Kolkata Knight Riders,0
24,,,,0.0,,0,15.5,1,2013,0,1,MG Neser,,62,2013,Kings XI Punjab,0
1407,,21,4,28.93,23.0,25,7.52,67,2018,2,68,AR Patel,,1765,2014,Kings XI Punjab,61
96,,21,2,26.0,19.2,0,8.12,4,2018,0,4,B Stanlake,,130,2018,Sunrisers Hyderabad,5
857,,11,3,29.84,25.9,12,6.89,37,2015,3,37,DW Steyn,,985,2013,Sunrisers Hyderabad,33
66,,20,2,31.25,16.5,6,11.36,8,2012,0,26,Y Nagar,,125,2009,Delhi Daredevils,4
12,,,,0.0,,0,14.5,1,2022,0,1,KL Nagarkoti,,29,2022,Delhi Daredevils,0
114,,13,3,30.4,22.8,9,8.0,9,2010,0,30,AM Nayar,,152,2008,Mumbai Indians,5
54,,12,3,13.2,10.8,0,7.33,3,2021,0,3,JDS Neesham,,66,2021,Mumbai Indians,5
168,,29,2,41.83,28.0,11,8.96,11,2020,0,43,SR Watson,,251,2018,Chennai Super Kings,6
474,,21,3,26.71,22.5,3,7.1,21,2014,0,21,M Muralidaran,,561,2012,Royal Challengers Bangalore,21
0,,,,0.0,,0,,0,2013,0,2,KK Nair,,0,2013,Royal Challengers Bangalore,0
617,,17,3,23.6,18.6,7,7.57,30,2010,2,30,MM Patel,,779,2008,Rajasthan Royals,33
0,,,,0.0,,6,,0,2009,0,9,NK Patel,,0,2008,Rajasthan Royals,0
0,,,,0.0,,3,,0,2022,0,7,AM Rahane,,0,2022,Kolkata Knight Riders,0
0,,,,0.0,,15,,0,2024,0,14,Rahmanullah Gurbaz,,0,2023,Kolkata Knight Riders,0
294,,15,3,19.87,12.2,5,9.73,14,2024,0,14,HV Patel,,477,2024,Kings XI Punjab,24
898,,24,3,24.8,19.1,12,7.79,42,2010,3,42,IK Pathan,,1166,2008,Kings XI Punjab,47
150,,12,2,29.42,21.4,2,8.24,7,2022,0,7,J Suchith,,206,2021,Sunrisers Hyderabad,7
0,,,,0.0,,1,,0,2016,0,3,AP Tare,,0,2016,Sunrisers Hyderabad,0
0,,,,0.0,,5,,0,2017,0,28,KK Nair,,0,2016,Delhi Daredevils,0
502,,27,3,27.09,22.8,5,7.12,22,2010,0,22,DP Nannes,,596,2009,Delhi Daredevils,22
269,,13,3,29.0,22.4,7,7.76,14,2008,0,14,A Nehra,,348,2008,Mumbai Indians,12
18,,31,1,31.0,18.0,0,10.33,1,2008,0,1,A Nel,,31,2008,Mumbai Indians,1
60,,24,1,47.5,30.0,2,9.5,3,2018,0,3,DJ Willey,,95,2018,Chennai Super Kings,2
24,,0,1,15.5,12.0,1,7.75,2,2011,1,2,DP Nannes,,31,2011,Royal Challengers Bangalore,2
284,,10,3,17.4,14.2,6,7.35,18,2019,0,21,P Negi,,348,2017,Royal Challengers Bangalore,20
583,,22,3,35.95,29.1,14,7.39,35,2010,0,43,YK Pathan,,719,2008,Rajasthan Royals,20
150,,37,3,29.28,21.4,1,8.2,9,2017,0,9,AS Rajpoot,,205,2016,Kolkata Knight Riders,7
4,,,,0.0,,8,13.5,1,2024,0,15,Ramandeep Singh,,9,2024,Kolkata Knight Riders,0
36,,33,1,55.0,36.0,0,9.16,2,2015,0,2,NLTC Perera,,55,2015,Kings XI Punjab,1
0,,,,0.0,,2,,0,2013,0,12,LA Pomersbach,,0,2008,Kings XI Punjab,0
0,,,,0.0,,0,,0,2013,0,1,X Thalaivan Sargunam,,0,2013,Sunrisers Hyderabad,0
0,,,,0.0,,10,,0,2024,0,33,RA Tripathi,,0,2022,Sunrisers Hyderabad,0
54,,29,1,91.0,54.0,0,10.11,4,2014,0,4,JDS Neesham,,91,2014,Delhi Daredevils,1
782,,11,3,34.62,26.9,3,7.7,37,2015,1,38,PP Ojha,,1004,2012,Mumbai Indians,29
24,,,,0.0,,0,5.5,1,2013,0,1,JDP Oram,,22,2013,Mumbai Indians,0
24,,,,0.0,,1,12.25,1,2018,0,1,MA Wood,,49,2018,Chennai Super Kings,0
36,,31,2,21.66,12.0,1,10.83,2,2011,0,2,R Ninan,,65,2011,Royal Challengers Bangalore,3
24,,40,1,40.0,24.0,0,10.0,1,2008,0,1,AA Noffke,,40,2008,Royal Challengers Bangalore,1
0,,,,0.0,,1,,0,2011,0,5,AG Paunikar,,0,2010,Rajasthan Royals,0
0,,,,0.0,,0,,0,2013,0,2,MDKJ Perera,,0,2013,Rajasthan Royals,0
174,,11,2,24.9,17.4,20,8.58,23,2024,0,90,N Rana,,249,2018,Kolkata Knight Riders,10
24,,,,0.0,,0,7.0,2,2022,0,2,Rasikh Salam,,28,2022,Kolkata Knight Riders,0
0,,,,0.0,,11,,0,2021,0,33,N Pooran,,0,2019,Kings XI Punjab,0
24,,39,1,39.0,24.0,0,9.75,1,2021,0,1,IC Porel,,39,2021,Kings XI Punjab,1
493,,25,5,26.62,17.0,6,9.39,26,2024,1,26,Umran Malik,,772,2021,Sunrisers Hyderabad,29
210,,18,4,33.0,26.2,4,7.54,12,2016,0,17,P Negi,,264,2012,Delhi Daredevils,8
606,,26,3,21.05,16.8,6,7.5,27,2013,1,27,A Nehra,,758,2009,Delhi Daredevils,36
